ID,item_cnt_month
191,0.3495999
192,0.7296386
193,0.1387985
194,0.12543797
195,0.12071073
196,0.513991
197,4.117262
198,0.69701505
199,3.300795
200,0.059812173
201,3.300795
202,0.19061828
203,0.8458619
204,0.08113206
205,0.0983572
206,0.0
207,0.15168622
208,1.1151115
209,0.4832554
210,0.06301511
211,0.100172475
212,0.07168815
213,0.34292713
214,0.0319973
215,0.061497178
216,0.44230595
217,0.17440669
218,1.0961941
219,0.6891694
220,0.19507748
221,3.8216906
222,2.5798697
223,0.34083074
224,1.0970447
225,0.40415224
226,0.49306604
227,0.1544792
228,0.12141837
229,0.20757128
230,2.7375615
231,0.39458925
232,0.12398508
233,0.07959334
234,0.11461978
235,0.13111863
236,0.42522675
237,0.7174183
238,0.6403719
239,0.16860007
240,0.2716805
241,0.098171994
242,0.08561154
243,3.9265566
244,0.29626212
245,0.24209914
246,1.5531665
247,0.5903914
248,0.30527133
249,0.10108154
250,0.48100019
251,0.2683586
252,0.3951374
253,0.6743101
254,0.3243207
255,6.8372617
256,0.44956335
257,0.2473343
258,0.4624885
259,0.19900168
260,0.066365875
261,0.11086455
262,0.2755608
263,0.020372432
264,0.119569056
265,0.54882
266,0.05438682
267,0.22121942
268,0.36472514
269,0.2679308
270,1.6005298
271,0.13519976
272,0.16889003
273,1.2643125
274,15.298836
275,0.16684085
276,0.24316913
277,1.1609161
278,0.20430194
279,0.4232707
280,0.24285835
281,0.11722749
282,0.06482691
283,0.45008627
284,0.30303764
285,0.18820274
286,0.09118373
287,1.0029311
288,0.16531116
289,0.34041637
290,0.060119145
291,0.09922972
292,0.4379005
293,0.09163928
294,0.38754216
295,0.89636874
296,0.2548102
297,0.169624
298,0.023535488
299,0.39838684
300,0.11809483
301,0.7559948
302,1.0509646
303,0.42742342
304,0.028014878
305,0.052804336
306,0.2570367
307,0.28030634
308,0.23119944
309,0.6509758
310,0.6056191
311,0.28031093
312,0.39052406
313,0.29746994
314,0.09305547
315,0.8011427
316,0.16041264
317,2.2591944
318,0.092540994
319,0.2013431
320,0.44179243
321,0.060379077
322,0.60932624
323,0.113791905
324,0.26656872
325,0.31566727
326,0.17938149
327,0.11693323
328,0.25221628
329,0.19918321
330,0.3076968
331,0.016462378
332,0.13133247
333,0.20112365
334,0.13779283
335,0.24972802
336,0.24057008
337,0.46580577
338,0.30621442
339,0.41845232
340,0.10229205
341,0.0
342,0.27031296
343,0.6630714
344,0.12413726
345,0.08837596
346,4.056009
347,2.0767536
348,0.08630222
349,0.29006502
350,0.29612955
351,0.3947633
352,0.09884675
353,0.16513085
354,0.21883322
355,0.0
356,0.49318704
357,1.0504141
358,0.34589586
359,0.4547388
360,0.6496316
361,3.2076552
362,0.83801794
363,0.45988575
364,0.4806426
365,0.42286673
366,0.25557512
367,0.03943143
368,0.14273216
369,0.34071073
370,0.42310905
371,1.1316572
372,0.48102856
373,0.44284165
374,1.4185584
375,1.627985
376,0.576653
377,0.22944722
378,0.27326542
379,0.15862364
380,3.0501523
381,0.44175807
382,0.38790655
383,0.27654216
384,1.1527917
385,0.23298651
386,0.38595363
387,0.6832986
388,0.18814102
389,0.06305634
390,0.18765946
391,0.19845362
392,0.0865902
393,0.296033
394,0.01609841
395,0.034627125
396,2.2208447
397,1.1011648
398,0.0
399,0.25146347
400,0.43338516
401,0.277919
402,3.4907913
403,4.036328
404,1.0024078
405,0.08204731
406,0.27149808
407,0.0
408,0.17227453
409,2.885974
410,0.36826733
411,1.546211
412,0.31152335
413,0.5163257
414,0.017162576
415,4.9937034
416,0.83041954
417,2.885974
418,3.7332883
419,0.37149724
420,0.45343408
421,2.7934103
422,0.41768005
423,0.077908665
424,0.21654187
425,0.17262247
426,3.3224912
427,0.5520673
428,0.65362453
429,0.019013405
430,0.7662022
431,0.61745656
432,0.0821926
433,0.12494889
434,0.036804155
435,0.92464423
436,0.057475448
437,0.6499603
438,0.37284625
439,0.32147413
440,0.16725066
441,0.119402856
442,0.5856209
443,0.16558942
444,0.308171
445,0.3479471
446,0.10508243
447,0.11943896
448,0.13905722
449,0.22969554
450,0.1174629
451,0.16879341
452,0.17945114
453,0.1518939
454,0.31777143
455,0.1922129
456,0.43270814
457,0.027210804
458,1.7299433
459,0.90402985
460,16.803013
461,0.2184104
462,0.23028547
463,0.3308579
464,0.50068784
465,0.34958467
466,0.2590211
467,0.34832665
468,0.19108143
469,0.19775848
470,0.6478547
471,0.2873735
472,0.10532862
473,0.056307435
474,0.69950783
475,1.1002355
476,0.07864958
477,0.2018506
478,0.06825383
479,0.17402641
480,0.04215966
481,0.04215966
482,0.12946053
483,0.32165673
484,0.493157
485,0.36865592
486,0.71982026
487,0.2847153
488,0.14322
489,1.532625
490,0.22505166
491,0.04215966
492,0.662359
493,0.024169147
494,0.5087857
495,0.22000083
496,0.1289704
497,4.548695
498,1.7638662
499,0.59778595
500,5.1908407
501,0.56862557
502,0.44121432
503,0.11287899
504,0.6454706
505,0.43038532
506,0.6962625
507,0.13280937
508,0.49241367
509,0.08733386
510,0.3210276
511,0.20141935
512,0.20712134
513,0.37478203
514,0.052473105
515,3.8193398
516,0.18842782
517,0.47952858
518,0.29162422
519,0.43461072
520,0.33731854
521,0.19983134
522,0.70112026
523,0.44892773
524,0.2196008
525,0.33186328
526,0.26613027
527,0.21542266
528,0.04135935
529,0.07425867
530,0.0
531,0.3927248
532,0.15574007
533,0.124388315
534,0.011441814
535,0.08832925
536,2.9594786
537,0.14391208
538,0.1354915
539,0.18316782
540,1.1543652
541,2.885974
542,0.009446755
543,0.113648295
544,0.07880622
545,0.024203904
546,0.28631797
547,0.13636202
548,0.14437696
549,0.21169135
550,0.1876683
551,0.31420216
552,0.7279831
553,0.2080923
554,0.1045641
555,0.48148304
556,0.15801974
557,0.20772327
558,0.0026086792
559,0.15115838
560,0.12906499
561,0.31928322
562,0.17124599
563,0.12951596
564,0.0294007
565,0.16172689
566,0.21743004
567,0.10304935
568,0.27770597
569,0.28461564
570,0.25116348
571,0.54290426
572,1.598335
573,0.18046406
574,0.018269517
575,0.10386904
576,0.322642
577,0.37478203
578,4.251898
579,0.15675904
580,0.030490134
581,0.023741908
582,0.005026931
583,0.030490134
584,0.55372334
585,0.33818763
586,0.22955292
587,0.8663274
588,1.9217771
589,0.5307516
590,1.9036021
591,0.75105786
592,2.6431308
593,0.26641262
594,0.16182049
595,0.29909515
596,0.21162987
597,0.14377122
598,0.18916334
599,0.31513444
600,0.20242433
601,0.7737943
602,0.0966932
603,0.13289809
604,0.14378576
605,0.09262264
606,0.17710264
607,0.536273
608,0.094418615
609,0.4876453
610,0.22990783
611,0.7374091
612,0.16317981
613,0.16317981
614,0.018779337
615,1.1842866
616,0.93039167
617,0.6316849
618,0.2233569
619,0.07861872
620,0.14950198
621,5.1908407
622,0.64049447
623,0.6753392
624,1.0225095
625,0.52080226
626,0.132579
627,0.2141141
628,0.17800698
629,0.27227026
630,0.16941811
631,0.06331261
632,0.24045096
633,0.050564975
634,0.9583976
635,0.15521851
636,0.44007188
637,0.07263765
638,0.21086851
639,0.0
640,0.37201175
641,0.7878102
642,0.33053622
643,0.0
644,0.10350809
645,0.40230814
646,0.24266255
647,0.08674522
648,0.0956043
649,0.40439376
650,0.26706803
651,0.9993117
652,0.15051802
653,0.1722317
654,0.27914852
655,0.30417523
656,1.6339852
657,0.15903789
658,0.097063884
659,0.083297014
660,0.33559194
661,0.2942448
662,0.05233788
663,0.55375934
664,0.0
665,0.43253037
666,0.16015714
667,0.35174114
668,0.9644221
669,0.5818634
670,0.08890521
671,0.037730094
672,0.0
673,0.292504
674,0.077088475
675,0.2119907
676,0.42557925
677,0.42165735
678,0.19467796
679,0.12623644
680,0.0
681,0.08795996
682,0.04238995
683,1.3742747
684,0.9644221
685,0.6267612
686,0.5114973
687,1.2941918
688,0.2310997
689,0.016462378
690,0.090392515
691,0.12240945
692,0.15054595
693,0.13910326
694,0.16751848
695,0.368998
696,0.016848907
697,0.06682826
698,0.11837422
699,0.26217267
700,1.4514699
701,0.016848907
702,0.6249243
703,0.52159715
704,0.115452364
705,0.24352741
706,0.07385394
707,0.15951376
708,0.34682265
709,1.8798478
710,0.772413
711,0.6340163
712,0.100343466
713,0.37035915
714,0.1706332
715,0.1040745
716,0.41821685
717,0.18641058
718,0.0
719,0.6956744
720,0.16268991
721,0.32698825
722,0.33231005
723,1.653017
724,0.11533567
725,0.093538105
726,0.5403013
727,0.9386172
728,0.016848907
729,0.95912707
730,0.11474782
731,0.10229205
732,1.3416916
733,0.26885086
734,1.5148566
735,0.1428799
736,0.60505795
737,0.47582063
738,0.25218686
739,0.22680658
740,0.17135008
741,0.1759907
742,0.10341874
743,0.42588738
744,0.46432918
745,0.30881634
746,0.2985585
747,0.39738813
748,0.89767313
749,0.26241344
750,0.25909537
751,0.09364334
752,0.28455725
753,0.158706
754,1.583325
755,0.48787665
756,0.07965356
757,0.28017533
758,0.0472446
759,0.25492495
760,0.58263445
761,0.26104116
762,0.2484876
763,2.074871
764,0.19318369
765,0.21192
766,0.0
767,0.43930474
768,0.43898225
769,0.36535248
770,0.6518011
771,0.015614254
772,0.46534005
773,0.15681145
774,0.12129033
775,0.111795485
776,0.2885594
777,0.45195577
778,0.03526204
779,0.1519178
780,0.016848907
781,1.2710481
782,0.5121982
783,0.61298263
784,0.016848907
785,1.0435828
786,1.454298
787,0.4812521
788,0.14753272
789,0.28179604
790,0.016848907
791,0.016848907
792,0.016848907
793,4.426801
794,0.016848907
795,0.2992599
796,0.30888808
797,1.025043
798,0.016848907
799,1.6114477
800,0.10362527
801,0.06935618
802,0.6942229
803,0.25874883
804,0.13610195
805,0.06698134
806,0.4138334
807,0.19470409
808,0.4173829
809,0.08659312
810,0.33406252
811,0.3556971
812,0.38213855
813,0.127998
814,0.075661525
815,0.24523914
816,0.3229489
817,0.03102412
818,0.2523554
819,0.1343847
820,0.22312868
821,0.11739289
822,0.31056687
823,0.54493594
824,0.12301872
825,0.20820448
826,0.22196265
827,0.3106315
828,0.11423976
829,0.1867125
830,1.6163743
831,0.1639415
832,0.036334444
833,0.4054583
834,0.77966285
835,0.27445585
836,0.12567104
837,0.4285387
838,0.25106487
839,0.07337861
840,0.064282805
841,0.19770023
842,0.05706399
843,0.061899744
844,0.5428498
845,0.11123
846,0.07737572
847,0.36967605
848,0.13845691
849,0.12754409
850,0.1709823
851,0.39110273
852,0.48089534
853,0.061899744
854,0.29220825
855,0.44581044
856,0.40467364
857,0.73770964
858,0.24357772
859,0.27766657
860,0.12266409
861,0.14097542
862,0.28068548
863,0.3575057
864,0.39918748
865,0.658038
866,0.55771494
867,0.22831652
868,0.6368004
869,0.2097284
870,0.3125629
871,0.15542914
872,0.18607184
873,0.50258815
874,0.060590282
875,0.8269663
876,0.19175822
877,0.15859973
878,0.19863732
879,0.30169705
880,0.11998363
881,1.272892
882,0.4701059
883,0.6297232
884,0.203537
885,0.71633804
886,0.24321489
887,0.20193152
888,0.2661147
889,0.33022937
890,0.45333472
891,0.77082
892,0.39162302
893,0.09827477
894,0.16415852
895,0.11424189
896,0.2506215
897,0.10757722
898,0.3625338
899,0.21167518
900,0.1163342
901,1.4691687
902,0.089709595
903,0.4606743
904,0.17653897
905,0.3241126
906,2.2635286
907,0.22442628
908,0.39721093
909,0.26368743
910,0.26918876
911,0.12579565
912,0.101052076
913,0.24848574
914,0.040863965
915,0.1515603
916,0.27396423
917,0.07579604
918,0.09690069
919,0.44577143
920,0.07097016
921,0.97649527
922,0.08236858
923,0.08881232
924,0.14445098
925,0.047206573
926,0.15852594
927,0.09510602
928,0.5457971
929,0.45149666
930,0.12726553
931,0.15496866
932,0.65396416
933,0.31109667
934,0.33226174
935,0.37134644
936,0.26663747
937,0.63270056
938,0.14127608
939,0.13179338
940,0.13844906
941,0.4259129
942,0.13395599
943,0.592929
944,0.17860593
945,0.053208556
946,0.19464742
947,0.13822678
948,0.26000974
949,0.16889474
950,0.13670734
951,0.066677794
952,0.037476078
953,0.041056477
954,0.19634551
955,0.19270782
956,0.61398387
957,0.03963285
958,0.90438044
959,0.5885997
960,0.3652737
961,0.10429994
962,0.33441085
963,0.092367396
964,0.59315073
965,0.0
966,0.25084537
967,0.23509103
968,0.121516645
969,0.20699108
970,0.2148092
971,0.11651997
972,0.12854372
973,0.075308695
974,0.13507926
975,0.13028365
976,0.15571308
977,0.865397
978,0.32193658
979,0.9859817
980,0.26932007
981,0.110300764
982,0.7589675
983,0.23153594
984,0.17028084
985,0.2932487
986,0.67181134
987,0.32586604
988,0.1454955
989,0.17162696
990,1.2917132
991,0.5032973
992,0.16381845
993,2.398787
994,0.4757369
995,0.26810044
996,0.08773565
997,0.35741374
998,0.13563173
999,0.15007721
1000,0.7748381
1001,0.29036435
1002,0.71310616
1003,0.119920254
1004,0.10332646
1005,0.28881422
1006,0.0
1007,0.0
1008,0.49553502
1009,0.049343735
1010,0.11423157
1011,0.20707816
1012,0.37640265
1013,1.618513
1014,0.5375109
1015,0.0
1016,0.047635444
1017,0.10400133
1018,0.27229524
1019,0.59724677
1020,0.16972926
1021,0.28646526
1022,0.0
1023,0.12601519
1024,0.45074907
1025,0.17734975
1026,0.46589562
1027,0.32445785
1028,0.16895664
1029,0.08137332
1030,0.054895304
1031,0.95597756
1032,1.2554262
1033,1.2079942
1034,0.8335172
1035,0.10835962
1036,0.2809076
1037,1.9628254
1038,0.2550868
1039,0.12257973
1040,0.3701068
1041,0.13243808
1042,0.4579114
1043,0.12743226
1044,0.27362823
1045,0.06039331
1046,0.44180682
1047,0.15036806
1048,0.08899848
1049,0.22342663
1050,0.18242766
1051,0.21229935
1052,0.26794598
1053,0.18992446
1054,0.310366
1055,0.25802106
1056,0.55313826
1057,0.39322183
1058,0.23609684
1059,1.3849658
1060,0.23980398
1061,0.30537596
1062,0.0067762043
1063,0.09976005
1064,0.21063511
1065,0.16479339
1066,0.11547949
1067,0.38876805
1068,0.10463605
1069,0.30200285
1070,0.20561844
1071,0.03632934
1072,0.1784884
1073,0.14221926
1074,0.22249544
1075,0.2706551
1076,0.35660908
1077,2.8250077
1078,0.0
1079,2.549068
1080,0.11659108
1081,0.0
1082,0.12240991
1083,0.26485384
1084,0.19616428
1085,0.31010732
1086,0.1254254
1087,0.22464216
1088,0.60464966
1089,1.1919798
1090,1.383121
1091,0.6232865
1092,0.6503459
1093,0.21019547
1094,0.22405417
1095,0.26464203
1096,0.54607725
1097,0.28836295
1098,1.6880745
1099,0.5012413
1100,0.15060464
1101,0.26968184
1102,0.28831074
1103,0.560357
1104,0.88581
1105,0.13885128
1106,0.4035351
1107,0.2970766
1108,0.08460024
1109,0.45275846
1110,0.22448912
1111,0.037925974
1112,0.31890264
1113,0.12891889
1114,0.15964168
1115,0.0
1116,0.18682182
1117,0.05694414
1118,0.2718547
1119,0.1366371
1120,0.2876752
1121,0.0
1122,0.17734048
1123,0.12715632
1124,0.103202514
1125,0.2280336
1126,0.27827233
1127,0.13642432
1128,0.15813087
1129,0.14756426
1130,0.041775215
1131,0.3780465
1132,0.24268417
1133,0.05834531
1134,0.13334975
1135,0.16553059
1136,0.12426062
1137,0.29283616
1138,0.3784596
1139,0.07929404
1140,0.03512924
1141,0.0014724806
1142,0.222191
1143,0.07135238
1144,0.11201532
1145,0.2667893
1146,0.14099625
1147,0.291405
1148,0.107842326
1149,0.24871533
1150,0.2038728
1151,0.25872773
1152,0.0
1153,0.24784681
1154,0.36484113
1155,0.20513013
1156,0.18043905
1157,0.92593
1158,2.130453
1159,0.20833457
1160,0.065402
1161,0.2934017
1162,0.26703098
1163,0.10495193
1164,0.07593254
1165,0.02816164
1166,0.12670562
1167,0.16644752
1168,0.39207378
1169,0.16009974
1170,0.3446791
1171,0.13291302
1172,0.101315
1173,0.058027886
1174,0.0
1175,0.0
1176,0.0
1177,0.034126997
1178,0.19297595
1179,0.10225443
1180,0.20140962
1181,0.30478773
1182,0.2175131
1183,0.23252636
1184,0.40612862
1185,0.106994785
1186,0.103094116
1187,0.29172924
1188,0.14775045
1189,1.1955464
1190,0.15603589
1191,0.0
1192,0.39913496
1193,0.46113643
1194,0.08789214
1195,0.39109206
1196,0.12290947
1197,0.11626912
1198,0.051835787
1199,0.42301038
1200,0.17506485
1201,0.29760587
1202,0.0
1203,0.23234835
1204,0.28076947
1205,1.4163632
1206,0.17563334
1207,0.21299002
1208,0.12893218
1209,0.14477855
1210,0.0971329
1211,0.10314238
1212,1.7429457
1213,0.44545057
1214,0.24810678
1215,0.19857554
1216,0.34785023
1217,0.46033597
1218,0.15639639
1219,0.1523601
1220,0.09952696
1221,0.1802662
1222,0.11205466
1223,0.1354439
1224,0.16567022
1225,0.0051121935
1226,0.18629944
1227,0.016848907
1228,0.33868062
1229,0.4268969
1230,0.3141481
1231,0.3422147
1232,0.37666056
1233,0.19178912
1234,0.24979356
1235,0.23672777
1236,0.4238708
1237,0.29400837
1238,0.016848907
1239,1.2692866
1240,0.17877126
1241,0.12705874
1242,0.1970422
1243,0.68666625
1244,0.1905851
1245,0.15071465
1246,0.9666474
1247,0.43890992
1248,0.183514
1249,0.25951016
1250,0.22722866
1251,0.11579956
1252,0.10371977
1253,0.25637788
1254,0.17555337
1255,0.06219039
1256,0.3562487
1257,0.114311755
1258,0.0
1259,0.37179282
1260,0.41730174
1261,0.22600023
1262,0.13394679
1263,0.01066377
1264,1.3545331
1265,0.16479598
1266,0.23664856
1267,0.8892585
1268,0.21896479
1269,0.2695798
1270,0.12698355
1271,0.201725
1272,0.083138674
1273,0.1934436
1274,0.029203631
1275,0.13347238
1276,0.16875693
1277,0.17957091
1278,0.5551002
1279,0.30642542
1280,0.09534876
1281,0.17694452
1282,0.10313439
1283,0.0
1284,0.1879584
1285,0.1552133
1286,0.10125013
1287,0.48728114
1288,0.0
1289,0.2793064
1290,0.18487678
1291,0.22409463
1292,0.545269
1293,0.23529293
1294,0.9299412
1295,0.2856349
1296,0.20961294
1297,0.21818921
1298,0.46524146
1299,0.24290025
1300,0.2052417
1301,0.42979208
1302,0.30524668
1303,0.21547574
1304,0.70730186
1305,0.1782796
1306,0.110403605
1307,0.23506421
1308,0.5202838
1309,0.1401062
1310,0.048523717
1311,0.114098
1312,0.71003556
1313,0.09001024
1314,0.25073183
1315,0.15380195
1316,0.33470488
1317,0.11604728
1318,0.31262058
1319,0.21302316
1320,0.16981563
1321,0.1816675
1322,0.25110456
1323,0.17512366
1324,0.09365644
1325,0.29231155
1326,0.069585405
1327,0.15665644
1328,0.14698297
1329,0.086620145
1330,0.0055977684
1331,0.7967361
1332,0.14070843
1333,2.1056812
1334,0.6679989
1335,0.0
1336,0.39709675
1337,0.27980572
1338,0.37804517
1339,0.21356781
1340,0.04860374
1341,0.04860374
1342,0.22085688
1343,0.152273
1344,0.014128119
1345,0.10662844
1346,0.04860374
1347,0.15668187
1348,0.11062069
1349,0.23384513
1350,0.040934503
1351,0.13255113
1352,0.04982789
1353,0.22916955
1354,0.1391465
1355,0.637274
1356,0.30104864
1357,0.0972442
1358,0.25712138
1359,0.20655265
1360,0.6093979
1361,0.47673157
1362,0.14583218
1363,0.19566926
1364,0.24430317
1365,0.09549533
1366,0.10569763
1367,0.21683468
1368,0.277731
1369,0.25021705
1370,0.24279037
1371,0.040702432
1372,0.09746828
1373,0.24525476
1374,0.10115637
1375,0.25924385
1376,0.30519974
1377,0.049555648
1378,0.1376378
1379,0.1205803
1380,0.17203161
1381,0.14883181
1382,0.34571376
1383,0.2956876
1384,0.22196685
1385,0.97440195
1386,0.26217282
1387,0.10325887
1388,0.27706498
1389,0.2257335
1390,0.23142475
1391,0.0
1392,0.30917472
1393,0.07441007
1394,0.17081378
1395,0.22895345
1396,0.24551277
1397,0.23050657
1398,0.14842847
1399,0.1815331
1400,0.28081706
1401,0.1984458
1402,0.26682392
1403,0.4560599
1404,0.2994844
1405,0.06193541
1406,0.10439888
1407,0.10067921
1408,0.09123938
1409,0.10860347
1410,0.16459109
1411,0.085165404
1412,0.15028441
1413,0.34522644
1414,0.15710269
1415,0.027505536
1416,0.09501763
1417,0.34992442
1418,0.07521771
1419,0.18400043
1420,0.30144468
1421,0.25873578
1422,0.299025
1423,0.18022758
1424,0.082451165
1425,0.04256302
1426,0.22110143
1427,0.239527
1428,0.07259023
1429,0.16044906
1430,0.05182726
1431,0.18459085
1432,0.111129455
1433,0.10989556
1434,0.0
1435,0.23151964
1436,0.043646835
1437,0.13927874
1438,0.09579405
1439,0.065938026
1440,0.18791497
1441,0.115432754
1442,0.369315
1443,0.30341268
1444,0.016848907
1445,0.1280977
1446,0.016848907
1447,0.17509007
1448,0.09927438
1449,0.19451004
1450,0.17222093
1451,0.7734381
1452,0.20002463
1453,0.1867644
1454,0.10832251
1455,0.15999635
1456,0.06823216
1457,0.094250716
1458,0.29398498
1459,1.1512454
1460,0.25352615
1461,0.18355419
1462,0.18477616
1463,0.3675189
1464,0.15084162
1465,0.22099349
1466,0.17762163
1467,0.5736649
1468,0.18501124
1469,0.1413075
1470,0.20221385
1471,0.25907907
1472,0.27305213
1473,0.16538022
1474,0.35479242
1475,0.37947443
1476,0.17600763
1477,0.40590832
1478,0.16614732
1479,0.2505657
1480,0.19435623
1481,0.20166475
1482,0.5917053
1483,0.0871506
1484,0.04238441
1485,0.07255679
1486,0.14873634
1487,0.08895804
1488,0.07561804
1489,0.46058637
1490,0.44820362
1491,0.20998031
1492,0.22205241
1493,0.05708268
1494,0.20292628
1495,0.046367664
1496,0.07777417
1497,1.9168701
1498,0.3933622
1499,0.07969934
1500,0.16871487
1501,0.0
1502,0.28695276
1503,0.15835355
1504,0.08406247
1505,0.23909599
1506,0.085421905
1507,0.06833957
1508,0.21835467
1509,0.22406839
1510,0.07926749
1511,0.099146314
1512,0.007793689
1513,0.18066372
1514,0.723194
1515,0.12193832
1516,0.08044416
1517,0.1052886
1518,0.08821249
1519,0.15851697
1520,0.14511514
1521,0.7013482
1522,0.37257087
1523,0.10828109
1524,0.24081422
1525,0.2443282
1526,0.11384934
1527,0.19362743
1528,0.011581305
1529,0.15516053
1530,0.14831279
1531,0.75927794
1532,0.15655328
1533,0.09053384
1534,0.08649896
1535,0.13552602
1536,0.49815127
1537,0.14382005
1538,0.3056669
1539,0.13979319
1540,0.104472905
1541,0.104472905
1542,0.05218858
1543,0.1584236
1544,0.022600565
1545,0.0051699877
1546,3.3228097
1547,0.0
1548,0.11193076
1549,0.0
1550,0.11295077
1551,0.3082768
1552,0.058804877
1553,0.0068440996
1554,0.041819505
1555,0.23279436
1556,0.18079726
1557,0.12102889
1558,0.14768797
1559,0.051574297
1560,0.17200649
1561,0.2503783
1562,0.16495469
1563,0.21148823
1564,0.5068288
1565,0.12141112
1566,0.22703144
1567,0.13663507
1568,0.11323419
1569,0.092977576
1570,0.446941
1571,0.69151855
1572,0.028117348
1573,1.6880745
1574,0.32816988
1575,0.23601244
1576,0.19380322
1577,0.022924813
1578,0.017794542
1579,0.067601636
1580,0.10322394
1581,0.10131429
1582,0.8879825
1583,0.12478295
1584,0.30369547
1585,0.007836755
1586,0.016055848
1587,0.20218068
1588,0.008625703
1589,0.027445998
1590,0.0
1591,0.030718785
1592,0.602232
1593,0.083626226
1594,0.07820526
1595,0.10587534
1596,0.1000224
1597,0.08169675
1598,0.027385697
1599,0.06586576
1600,0.059356917
1601,0.052127372
1602,0.14621753
1603,0.40242264
1604,0.29025248
1605,0.07682601
1606,0.12801863
1607,0.109634995
1608,0.40717
1609,0.06397376
1610,0.03229449
1611,0.016848907
1612,0.07646417
1613,0.17521405
1614,0.08705587
1615,0.3384664
1616,0.0
1617,0.07067867
1618,0.66124153
1619,0.07588383
1620,0.082853556
1621,0.47791684
1622,0.08115579
1623,0.0003282763
1624,0.007018674
1625,0.1000224
1626,0.8456124
1627,0.7164382
1628,0.0
1629,0.25351757
1630,0.06782772
1631,0.05273156
1632,0.03892405
1633,0.0686241
1634,0.08397414
1635,0.0
1636,0.028650034
1637,0.054344103
1638,0.16660336
1639,7.9098897
1640,0.063471675
1641,0.1000224
1642,0.09045802
1643,0.06393025
1644,0.093348876
1645,0.13701682
1646,0.16022892
1647,0.38640502
1648,0.027385697
1649,0.056037247
1650,0.1000224
1651,0.06677242
1652,0.21086274
1653,0.42851213
1654,0.8009949
1655,0.17771928
1656,0.19820766
1657,0.31453863
1658,0.20208639
1659,0.2919608
1660,0.10106392
1661,0.014405038
1662,0.21611863
1663,0.18042783
1664,0.44293603
1665,0.11612033
1666,0.08065819
1667,0.39110273
1668,0.570189
1669,0.08685632
1670,0.14110553
1671,0.10503044
1672,0.14167483
1673,0.120736465
1674,0.4907728
1675,0.14151897
1676,0.12804034
1677,0.15059903
1678,0.18776491
1679,0.054622047
1680,0.20538029
1681,0.09801376
